year,month,region,tea_type,historical_demand,exports,growth_rate,forecasted_demand
2020,4,Dimbula,CTC,20965.73,14358.26,12.43,23570.95
2020,4,Dimbula,Orthodox,17282.82,11989.65,7.99,18663.08
2020,4,Dimbula,Green Tea,13635.65,10215.95,5.52,14388.11
2020,4,Dimbula,White Tea,6346.01,4283.39,8.27,6870.61
2020,4,Dimbula,Oolong,4271.44,2753.88,6.8,4561.74
2020,4,Kandy,CTC,19904.28,15895.42,10.95,22083.9
2020,4,Kandy,Orthodox,16942.26,13449.79,5.68,17904.75
2020,4,Kandy,Green Tea,14359.94,10614.14,9.22,15683.73
2020,4,Kandy,White Tea,6591.19,4724.98,5.7,6966.76
2020,4,Kandy,Oolong,3945.04,2856.31,10.93,4376.19
2020,5,Central Province,CTC,18547.15,12848.35,6.2,19697.41
2020,5,Central Province,Orthodox,17305.62,10652.42,2.57,17750.31
2020,5,Central Province,Green Tea,12799.03,8471.75,13.63,14543.35
2020,5,Central Province,White Tea,5973.92,3778.64,10.91,6625.77
2020,5,Central Province,Oolong,3616.4,2844.47,13.49,4104.41
2020,5,Uva Province,CTC,18324.31,13965.15,7.15,19635.11
2020,5,Uva Province,Orthodox,14294.11,11349.28,12.06,16018.21
2020,5,Uva Province,Green Tea,12119.56,8407.81,8.84,13190.46
2020,5,Uva Province,White Tea,5077.73,3103.89,6.2,5392.64
2020,5,Uva Province,Oolong,3726.11,2980.68,8.91,4057.99
2020,5,Sabaragamuwa,CTC,17428.57,13137.61,8.14,18847.42
2020,5,Sabaragamuwa,Orthodox,14578.6,9123.75,3.2,15045.5
2020,5,Sabaragamuwa,Green Tea,11393.72,7357.25,9.54,12481.06
2020,5,Sabaragamuwa,White Tea,5504.36,3696.91,12.62,6199.23
2020,5,Sabaragamuwa,Oolong,3542.7,2494.28,5.75,3746.57
2020,5,Southern Province,CTC,16550.51,12751.11,12.65,18644.77
2020,5,Southern Province,Orthodox,15428.85,11962.46,13.27,17475.64
2020,5,Southern Province,Green Tea,10150.68,6148.84,7.19,10880.79
2020,5,Southern Province,White Tea,5096.1,3775.28,12.11,5713.03
2020,5,Southern Province,Oolong,3219.84,1941.27,6.97,3444.36
2020,5,Nuwara Eliya,CTC,21403.78,14521.37,2.72,21986.77
2020,5,Nuwara Eliya,Orthodox,18044.31,12083.39,7.59,19413.65
2020,5,Nuwara Eliya,Green Tea,14205.75,9650.09,8.22,15373.78
2020,5,Nuwara Eliya,White Tea,6397.69,5053.56,8.99,6972.98
2020,5,Nuwara Eliya,Oolong,3719.34,2573.14,7.83,4010.69
2020,5,Dimbula,CTC,19741.08,13142.63,9.21,21559.11
2020,5,Dimbula,Orthodox,15690.34,9652.27,10.01,17260.78
2020,5,Dimbula,Green Tea,12128.91,8115.86,9.46,13276.68
2020,5,Dimbula,White Tea,5905.59,4331.82,10.87,6547.26
2020,5,Dimbula,Oolong,3861.23,2348.3,6.57,4115.03
2020,5,Kandy,CTC,18469.78,11735.73,5.62,19508.03
2020,5,Kandy,Orthodox,14970.51,10072.97,7.43,16082.13
2020,5,Kandy,Green Tea,13543.8,8232.77,8.11,14641.63
2020,5,Kandy,White Tea,5838.29,3598.44,11.61,6516.34
2020,5,Kandy,Oolong,3773.25,2872.35,7.34,4050.09
2020,6,Central Province,CTC,18011.45,11561.01,9.74,19765.5
2020,6,Central Province,Orthodox,15676.4,11344.24,1.09,15847.94
2020,6,Central Province,Green Tea,11774.23,8824.72,1.42,11941.85
2020,6,Central Province,White Tea,5771.72,4053.69,8.93,6287.36
2020,6,Central Province,Oolong,3558.19,2453.31,8.24,3851.33
2020,6,Uva Province,CTC,16338.07,10682.63,8.61,17744.85
2020,6,Uva Province,Orthodox,14959.13,9939.09,7.86,16134.42
2020,6,Uva Province,Green Tea,11173.94,6972.01,4.76,11705.3
2020,6,Uva Province,White Tea,5387.65,3964.34,10.73,5965.84
2020,6,Uva Province,Oolong,3551.58,2192.69,12.44,3993.39
2020,6,Sabaragamuwa,CTC,18828.0,14103.83,11.04,20907.29
2020,6,Sabaragamuwa,Orthodox,13563.58,8907.95,7.43,14571.22
2020,6,Sabaragamuwa,Green Tea,11702.93,8357.71,4.07,12179.36
2020,6,Sabaragamuwa,White Tea,4695.93,2913.15,9.69,5150.92
2020,6,Sabaragamuwa,Oolong,3288.9,2079.03,6.12,3490.25
2020,6,Southern Province,CTC,15424.19,9789.35,5.41,16258.34
2020,6,Southern Province,Orthodox,11820.04,9414.38,10.05,13008.42
2020,6,Southern Province,Green Tea,10208.31,8104.32,5.28,10747.04
2020,6,Southern Province,White Tea,4825.08,3143.93,8.82,5250.69
2020,6,Southern Province,Oolong,3258.62,2560.87,5.07,3423.75
2020,6,Nuwara Eliya,CTC,21641.03,14196.43,12.86,24423.81
2020,6,Nuwara Eliya,Orthodox,16136.8,10726.71,9.71,17703.97
2020,6,Nuwara Eliya,Green Tea,12941.27,8392.18,-0.22,12912.43
2020,6,Nuwara Eliya,White Tea,5966.99,3924.65,5.29,6282.47
2020,6,Nuwara Eliya,Oolong,3703.33,2578.36,8.8,4029.34
2020,6,Dimbula,CTC,18452.34,12313.63,8.14,19954.77
2020,6,Dimbula,Orthodox,15724.92,11578.27,10.28,17341.56
2020,6,Dimbula,Green Tea,12726.53,8836.22,12.32,14295.04
2020,6,Dimbula,White Tea,5215.72,4099.06,4.9,5471.4
2020,6,Dimbula,Oolong,3885.59,3060.56,6.19,4126.03
2020,6,Kandy,CTC,18773.19,14424.68,12.74,21164.98
2020,6,Kandy,Orthodox,15840.04,10142.78,6.76,16911.52
2020,6,Kandy,Green Tea,11722.22,8943.05,7.04,12547.79
2020,6,Kandy,White Tea,5577.46,3746.75,14.23,6370.92
2020,6,Kandy,Oolong,3615.68,2759.92,10.84,4007.73
2020,7,Central Province,CTC,20745.97,14367.33,4.98,21778.23
2020,7,Central Province,Orthodox,20667.4,14478.43,5.47,21797.78
2020,7,Central Province,Green Tea,15260.44,10327.93,7.34,16380.97
2020,7,Central Province,White Tea,7239.22,5247.33,8.29,7839.12
2020,7,Central Province,Oolong,4278.45,2686.24,11.43,4767.53
2020,7,Uva Province,CTC,22503.92,15903.34,11.74,25146.32
2020,7,Uva Province,Orthodox,18822.87,11864.71,8.74,20468.87
2020,7,Uva Province,Green Tea,13485.86,10098.06,5.55,14234.19
2020,7,Uva Province,White Tea,6607.06,4971.76,6.57,7040.95
2020,7,Uva Province,Oolong,4312.74,3296.01,10.49,4765.03
2020,7,Sabaragamuwa,CTC,20509.47,15576.1,5.06,21548.0
2020,7,Sabaragamuwa,Orthodox,17293.85,12874.42,6.34,18390.64
2020,7,Sabaragamuwa,Green Tea,14101.07,10417.73,12.07,15802.64
2020,7,Sabaragamuwa,White Tea,5727.99,3832.82,8.84,6234.51
2020,7,Sabaragamuwa,Oolong,3788.2,2622.96,12.49,4261.28
2020,7,Southern Province,CTC,19812.24,14310.2,15.93,22968.47
2020,7,Southern Province,Orthodox,16781.04,12406.73,10.18,18488.9
2020,7,Southern Province,Green Tea,12901.14,8134.27,9.33,14104.34
2020,7,Southern Province,White Tea,6444.8,4413.57,12.04,7220.52
2020,7,Southern Province,Oolong,3963.11,3111.49,8.3,4292.05
2020,7,Nuwara Eliya,CTC,23054.86,18373.99,7.62,24812.25
2020,7,Nuwara Eliya,Orthodox,23233.73,15794.3,9.57,25457.63
2020,7,Nuwara Eliya,Green Tea,15641.19,11896.23,6.72,16692.18
2020,7,Nuwara Eliya,White Tea,7586.57,5947.65,1.04,7665.3
2020,7,Nuwara Eliya,Oolong,4538.12,3392.25,4.11,4724.85
2020,7,Dimbula,CTC,21791.59,15046.83,7.22,23364.46
2020,7,Dimbula,Orthodox,19781.62,13840.67,7.18,21202.3
2020,7,Dimbula,Green Tea,15931.31,10713.47,7.53,17130.68
2020,7,Dimbula,White Tea,7722.08,4653.47,11.38,8600.83
2020,7,Dimbula,Oolong,4472.73,3543.36,9.55,4899.88
2020,7,Kandy,CTC,22333.64,13781.42,4.68,23378.95
2020,7,Kandy,Orthodox,19242.97,13837.18,8.47,20873.77
2020,7,Kandy,Green Tea,14724.95,9453.14,7.93,15892.29
2020,7,Kandy,White Tea,6752.4,4308.96,8.47,7324.0
2020,7,Kandy,Oolong,4520.19,3222.75,6.37,4808.11
2020,8,Central Province,CTC,25409.64,17485.71,0.02,25415.21
2020,8,Central Province,Orthodox,21454.3,13538.69,1.78,21836.15
2020,8,Central Province,Green Tea,15667.82,12365.4,7.24,16801.47
2020,8,Central Province,White Tea,6626.36,4829.29,5.67,7001.85
2020,8,Central Province,Oolong,4666.01,2945.33,7.79,5029.55
2020,8,Uva Province,CTC,23628.01,14304.85,11.81,26419.58
2020,8,Uva Province,Orthodox,18510.39,13593.64,5.82,19586.78
2020,8,Uva Province,Green Tea,14287.02,10437.37,9.47,15639.73
2020,8,Uva Province,White Tea,6652.87,4315.28,7.31,7139.35
2020,8,Uva Province,Oolong,4674.88,3581.16,9.33,5111.17
2020,8,Sabaragamuwa,CTC,23144.33,14835.44,4.98,24296.62
2020,8,Sabaragamuwa,Orthodox,18715.42,11277.92,7.07,20038.86
2020,8,Sabaragamuwa,Green Tea,12739.14,9917.86,13.29,14432.69
2020,8,Sabaragamuwa,White Tea,6247.53,4072.67,11.15,6943.95
2020,8,Sabaragamuwa,Oolong,4558.16,2979.27,2.74,4683.09
2020,8,Southern Province,CTC,18903.02,13428.89,13.26,21410.39
2020,8,Southern Province,Orthodox,15661.54,12367.78,6.37,16658.44
2020,8,Southern Province,Green Tea,12769.73,9879.86,9.2,13944.22
2020,8,Southern Province,White Tea,6353.2,4828.25,7.91,6855.56
2020,8,Southern Province,Oolong,3965.76,2592.56,7.83,4276.25
2020,8,Nuwara Eliya,CTC,27636.45,18007.29,10.02,30404.73
2020,8,Nuwara Eliya,Orthodox,21386.97,17042.86,7.45,22979.88
2020,8,Nuwara Eliya,Green Tea,15171.51,9929.17,8.3,16431.12
2020,8,Nuwara Eliya,White Tea,7557.69,4948.86,5.06,7940.48
2020,8,Nuwara Eliya,Oolong,5489.95,4205.02,10.15,6047.33
2020,8,Dimbula,CTC,24545.45,17675.26,10.95,27232.7
2020,8,Dimbula,Orthodox,19566.05,15317.92,9.53,21430.87
2020,8,Dimbula,Green Tea,14302.93,10066.16,4.16,14898.11
2020,8,Dimbula,White Tea,7144.05,5148.22,8.6,7758.13
2020,8,Dimbula,Oolong,4698.84,3090.61,3.78,4876.45
2020,8,Kandy,CTC,24846.41,16384.33,5.35,26175.36
2020,8,Kandy,Orthodox,18852.55,13813.91,15.9,21849.57
2020,8,Kandy,Green Tea,15207.25,9778.08,8.54,16505.51
2020,8,Kandy,White Tea,6784.39,4744.14,8.37,7351.97
2020,8,Kandy,Oolong,4263.55,3215.49,10.96,4730.89
2020,9,Central Province,CTC,24596.89,18144.65,13.31,27871.33
2020,9,Central Province,Orthodox,19312.51,14751.29,6.8,20625.54
2020,9,Central Province,Green Tea,16522.43,10812.76,10.92,18326.3
2020,9,Central Province,White Tea,6740.44,4167.73,11.43,7511.04
2020,9,Central Province,Oolong,4909.66,3127.58,9.86,5393.85
2020,9,Uva Province,CTC,24653.97,18402.83,8.36,26714.75
2020,9,Uva Province,Orthodox,20453.7,15104.14,11.24,22753.18
2020,9,Uva Province,Green Tea,14870.01,10377.56,9.9,16341.97
2020,9,Uva Province,White Tea,7173.25,4563.01,8.62,7791.8
2020,9,Uva Province,Oolong,4873.19,2957.0,8.4,5282.61
2020,9,Sabaragamuwa,CTC,20977.32,16464.67,11.16,23318.28
2020,9,Sabaragamuwa,Orthodox,19913.73,15311.86,7.76,21458.78
2020,9,Sabaragamuwa,Green Tea,15090.64,9166.08,6.45,16064.27
2020,9,Sabaragamuwa,White Tea,6185.39,3860.38,9.5,6773.19
2020,9,Sabaragamuwa,Oolong,4484.46,2995.51,6.56,4778.81
2020,9,Southern Province,CTC,20670.65,13705.84,8.4,22408.01
2020,9,Southern Province,Orthodox,19090.38,12671.25,8.59,20730.18
2020,9,Southern Province,Green Tea,14204.27,10272.14,8.85,15461.22
2020,9,Southern Province,White Tea,6309.05,4970.36,11.2,7015.44
2020,9,Southern Province,Oolong,4444.98,3024.3,5.95,4709.44
2020,9,Nuwara Eliya,CTC,28845.85,22347.91,6.91,30839.53
2020,9,Nuwara Eliya,Orthodox,20141.94,15056.43,2.72,20690.64
2020,9,Nuwara Eliya,Green Tea,16463.49,11045.76,7.15,17641.39
2020,9,Nuwara Eliya,White Tea,7371.15,4767.08,4.85,7728.45
2020,9,Nuwara Eliya,Oolong,5165.43,3496.3,8.7,5614.96
2020,9,Dimbula,CTC,23787.47,18791.92,10.05,26177.6
2020,9,Dimbula,Orthodox,22414.28,17683.66,7.36,24063.53
2020,9,Dimbula,Green Tea,18222.94,11542.53,6.01,19317.83
2020,9,Dimbula,White Tea,7602.59,5485.63,9.48,8323.12
2020,9,Dimbula,Oolong,4631.99,2942.73,8.22,5012.82
2020,9,Kandy,CTC,23394.85,17684.56,6.33,24876.57
2020,9,Kandy,Orthodox,20016.13,15889.21,7.5,21516.47
2020,9,Kandy,Green Tea,16810.47,12426.37,6.29,17867.47
2020,9,Kandy,White Tea,7368.62,4751.94,6.87,7874.87
2020,9,Kandy,Oolong,4878.44,3505.59,3.45,5046.88
2020,10,Central Province,CTC,20022.08,15526.97,8.49,21722.78
2020,10,Central Province,Orthodox,17220.69,13393.39,6.84,18398.05
2020,10,Central Province,Green Tea,13954.17,9909.85,11.25,15524.13
2020,10,Central Province,White Tea,6214.53,4191.93,5.61,6562.86
2020,10,Central Province,Oolong,4364.78,3051.74,5.15,4589.47
2020,10,Uva Province,CTC,19341.14,14897.35,8.67,21018.28
2020,10,Uva Province,Orthodox,13939.51,10015.28,5.39,14690.76
2020,10,Uva Province,Green Tea,12589.92,9261.19,11.13,13991.49
2020,10,Uva Province,White Tea,5468.25,4241.86,9.39,5981.59
2020,10,Uva Province,Oolong,4088.27,3148.45,11.33,4551.32
2020,10,Sabaragamuwa,CTC,19191.48,14727.6,10.15,21138.46
2020,10,Sabaragamuwa,Orthodox,16841.23,12188.37,11.51,18779.3
2020,10,Sabaragamuwa,Green Tea,11829.63,9181.86,9.44,12946.55
2020,10,Sabaragamuwa,White Tea,5595.85,3732.56,8.44,6068.15
2020,10,Sabaragamuwa,Oolong,3632.3,2773.6,9.48,3976.82
2020,10,Southern Province,CTC,17790.53,10697.04,11.84,19896.11
2020,10,Southern Province,Orthodox,15717.66,12514.99,3.53,16272.78
2020,10,Southern Province,Green Tea,10762.12,7821.92,10.24,11864.03
2020,10,Southern Province,White Tea,5727.92,3559.3,8.64,6222.86
2020,10,Southern Province,Oolong,3597.3,2851.22,12.73,4055.32
2020,10,Nuwara Eliya,CTC,23271.56,18300.88,3.68,24126.91
2020,10,Nuwara Eliya,Orthodox,18236.88,12039.85,8.58,19802.02
2020,10,Nuwara Eliya,Green Tea,14005.38,10033.93,8.52,15199.19
2020,10,Nuwara Eliya,White Tea,6976.88,4249.96,3.43,7216.22
2020,10,Nuwara Eliya,Oolong,4469.56,2703.71,6.42,4756.62
2020,10,Dimbula,CTC,22986.69,16933.36,7.8,24780.29
2020,10,Dimbula,Orthodox,16579.17,13253.8,6.78,17703.33
2020,10,Dimbula,Green Tea,12853.47,8132.71,1.4,13033.87
2020,10,Dimbula,White Tea,6602.81,4253.23,10.96,7326.61
2020,10,Dimbula,Oolong,4315.57,3154.26,6.31,4587.79
2020,10,Kandy,CTC,20254.23,15974.98,4.56,21177.64
2020,10,Kandy,Orthodox,19017.17,12922.53,4.79,19928.04
2020,10,Kandy,Green Tea,13910.99,8986.38,7.38,14937.67
2020,10,Kandy,White Tea,5760.09,4451.81,12.33,6470.38
2020,10,Kandy,Oolong,4199.94,2675.8,7.91,4532.29
2020,11,Central Province,CTC,20139.3,15188.74,9.37,22026.4
2020,11,Central Province,Orthodox,17217.03,12486.55,9.82,18908.18
2020,11,Central Province,Green Tea,12996.46,9868.31,10.13,14312.61
2020,11,Central Province,White Tea,5633.88,3521.38,7.85,6076.18
2020,11,Central Province,Oolong,3826.07,2449.09,13.4,4338.88
2020,11,Uva Province,CTC,18113.25,12976.23,7.96,19554.54
2020,11,Uva Province,Orthodox,16660.53,11030.48,6.04,17667.18
2020,11,Uva Province,Green Tea,12057.22,7409.04,7.92,13012.62
2020,11,Uva Province,White Tea,5515.38,3971.1,0.73,5555.55
2020,11,Uva Province,Oolong,3954.52,3052.99,4.72,4141.14
2020,11,Sabaragamuwa,CTC,16958.42,10995.99,7.86,18290.82
2020,11,Sabaragamuwa,Orthodox,16966.17,12563.33,7.93,18311.96
2020,11,Sabaragamuwa,Green Tea,11455.03,7620.94,8.08,12380.67
2020,11,Sabaragamuwa,White Tea,5111.76,3425.52,8.11,5526.48
2020,11,Sabaragamuwa,Oolong,3385.51,2415.59,7.16,3627.8
2020,11,Southern Province,CTC,17662.14,11304.3,9.87,19405.39
2020,11,Southern Province,Orthodox,15306.42,9280.55,10.77,16955.52
2020,11,Southern Province,Green Tea,11930.61,9236.6,9.07,13013.16
2020,11,Southern Province,White Tea,5274.99,3523.11,9.91,5797.51
2020,11,Southern Province,Oolong,3385.28,2584.52,10.85,3752.59
2020,11,Nuwara Eliya,CTC,22947.23,16184.24,5.93,24308.56
2020,11,Nuwara Eliya,Orthodox,17345.0,10616.36,8.61,18839.04
2020,11,Nuwara Eliya,Green Tea,13073.35,10123.44,6.55,13929.44
2020,11,Nuwara Eliya,White Tea,5915.3,4483.44,6.41,6294.6
2020,11,Nuwara Eliya,Oolong,4152.94,2953.04,14.43,4752.07
2020,11,Dimbula,CTC,19253.64,15388.8,10.26,21229.06
2020,11,Dimbula,Orthodox,17199.22,11005.93,8.36,18637.09
2020,11,Dimbula,Green Tea,12797.73,7757.1,8.63,13902.79
2020,11,Dimbula,White Tea,5980.83,4627.1,2.99,6159.91
2020,11,Dimbula,Oolong,4227.6,2896.33,10.62,4676.55
2020,11,Kandy,CTC,18214.76,14526.82,3.61,18871.75
2020,11,Kandy,Orthodox,15205.42,11328.82,14.01,17334.98
2020,11,Kandy,Green Tea,13292.85,10370.29,7.88,14340.92
2020,11,Kandy,White Tea,5345.91,3840.88,6.28,5681.73
2020,11,Kandy,Oolong,4167.31,3111.41,12.14,4673.23
2020,12,Central Province,CTC,20646.45,16141.52,5.94,21873.5
